Code,Year,Sales,Bills
24856,2012,27.8905,1
24857,2012,24.2605,1
24858,2012,27.8905,1
24859,2012,27.8905,1
24860,2012,27.8905,1
24861,2012,48.521,1
24862,2012,27.8905,1
24863,2012,27.8905,1
24864,2012,27.8905,1
24865,2012,27.8905,1
24866,2012,48.521,1
24867,2012,27.8905,1
24868,2012,27.8905,1
24869,2012,27.8905,1
24870,2012,27.8905,1
24871,2012,69.1515,1
24872,2012,27.8905,1
24873,2012,27.8905,1
24874,2012,27.8905,1
24875,2012,27.8905,1
24876,2012,27.8905,1
24877,2012,27.8905,1
24878,2012,27.8905,1
24879,2012,27.8905,1
24880,2012,27.8905,1
24881,2012,27.8905,1
24882,2012,27.8905,1
24883,2012,27.8905,1
24884,2012,27.8905,1
24885,2012,27.8905,1
24886,2012,27.8905,1
24887,2012,27.8905,1
24888,2012,27.8905,1
24889,2012,27.8905,1
24890,2012,27.8905,1
24891,2012,27.8905,1
24892,2012,24.2605,1
24893,2012,27.8905,1
24894,2012,27.8905,1
24895,2012,27.8905,1
24896,2012,27.8905,1
24897,2012,27.8905,1
24898,2012,27.8905,1
24899,2012,27.8905,1
24900,2012,27.8905,1
24901,2012,27.8905,1
24902,2012,24.2605,1
24903,2012,27.8905,1
24904,2012,27.8905,1
24905,2012,27.8905,1
24906,2012,27.8905,1
24907,2012,24.2605,1
24908,2012,99.52251,2
24909,2012,24.2605,1
24910,2012,24.684,1
24911,2012,24.684,1
24912,2012,27.8905,1
24913,2012,24.2605,1
24914,2012,24.2605,1
24915,2012,24.2605,1
24916,2012,24.2605,1
24917,2012,41.261,1
24918,2012,24.2605,1
24919,2012,24.2605,1
2492,2006,191.4,2
24920,2012,39.05,1
24921,2012,24.2605,1
24922,2012,24.2605,1
24923,2012,24.2605,1
24924,2012,27.8905,1
24925,2012,27.8905,1
24926,2012,27.8905,1
24927,2012,27.8905,1
24928,2012,27.8905,1
24929,2012,27.8905,1
24930,2012,27.8905,1
24931,2012,27.8905,1
24932,2012,27.8905,1
24933,2012,27.8905,1
24934,2012,27.8905,1
24935,2012,27.8905,1
24935,2016,90.75,1
24936,2012,24.2605,1
24937,2012,27.8905,1
24938,2012,27.8905,1
24939,2012,27.8905,1
24940,2012,27.8905,1
24941,2012,27.8905,1
24942,2012,181.5,1
24942,2013,102.85,1
24943,2012,24.2605,1
24944,2012,24.2605,1
24945,2012,24.2605,1
24946,2012,24.2605,1
24947,2012,24.2605,1
24948,2012,39.05,1
24949,2012,27.8905,1
24950,2012,27.8905,1
24951,2012,27.8905,1
24952,2012,27.8905,1
24953,2012,27.8905,1
24954,2012,27.8905,1
24955,2012,27.8905,1
24956,2012,24.2605,1
24957,2012,24.2605,1
24958,2012,24.2605,1
24959,2012,24.2605,1
24960,2012,27.8905,1
24961,2012,69.151505,2
24962,2012,27.8905,1
24963,2012,24.2605,1
24964,2012,27.8905,1
24965,2012,27.8905,1
24966,2012,24.2605,1
24967,2012,27.8905,1
24968,2012,27.8905,1
24969,2012,24.2605,1
24970,2012,27.8905,1
24971,2012,24.2605,1
24972,2012,42.4105,1
24973,2012,24.2605,1
24974,2012,27.8905,1
24975,2012,27.8905,1
24976,2012,27.8905,1
24977,2012,27.8905,1
24978,2012,27.8905,1
24979,2012,24.2605,1
24980,2012,90.75,1
24981,2012,24.2605,1
24982,2012,24.2605,1
24983,2012,39.05,1
24984,2012,24.2605,1
24985,2012,27.8905,1
24986,2012,27.8905,1
24987,2012,24.2605,1
24988,2012,24.2605,1
24989,2012,41.261,1
24990,2012,27.8905,1
24991,2012,48.521,1
24992,2012,24.2605,1
24993,2012,27.8905,1
24994,2012,27.8905,1
24995,2012,27.8905,1
24996,2012,27.8905,1
24997,2012,27.8905,1
24998,2012,27.8905,1
24999,2012,27.8905,1
25000,2012,27.8905,1
25001,2012,27.8905,1
25002,2012,27.8905,1
25003,2012,27.8905,1
25004,2012,27.8905,1
25005,2012,27.8905,1
25006,2012,27.8905,1
25006,2013,27.8905,3
25007,2012,27.8905,1
25008,2012,27.8905,1
25009,2012,27.8905,1
25010,2012,27.8905,1
25011,2012,27.8905,1
25012,2012,27.8905,1
25013,2012,495.132,1
25013,2019,9960.05,13
25013,2020,5809.2,12
25013,2021,5809.2,12
25013,2022,4356.9,9
25014,2012,27.8905,1
25015,2012,27.8905,1
25016,2012,27.8905,1
25017,2012,27.8905,1
25018,2012,90.75,1
25019,2012,27.8905,1
25020,2012,27.8905,1
25021,2012,27.8905,1
25022,2012,27.8905,1
25023,2012,27.8905,1
25024,2012,39.4,1
25025,2012,27.8905,1
25026,2012,27.8905,1
25027,2012,27.8905,1
25028,2012,27.8905,1
25029,2012,27.8905,1
25030,2012,24.2605,1
25031,2012,24.2605,1
25032,2012,24.2605,1
25033,2012,24.2605,1
25034,2012,27.8905,1
25035,2012,24.2605,1
25036,2012,27.8905,1
25037,2012,27.8905,1
25038,2012,24.2605,1
25039,2012,27.8905,1
25040,2012,24.2605,1
25041,2012,27.8905,1
25042,2012,27.8905,1
25043,2012,27.8905,1
25044,2012,110.4125,1
25045,2012,27.8905,1
25046,2012,90.75,1
25047,2012,27.8905,1
25048,2012,27.8905,1
25049,2012,27.8905,1
25050,2012,27.8905,1
25051,2012,27.8905,1
25052,2012,24.2605,1
25053,2012,24.2605,1
25054,2012,27.8905,1
25055,2012,27.8905,1
25056,2012,24.2605,1
25057,2012,27.8905,1
25058,2012,27.8905,1
25059,2012,24.2605,1
25060,2012,27.8905,1
25061,2012,27.8905,1
25062,2012,41.261,1
25063,2012,24.2605,1
25064,2012,27.8905,1
25065,2012,24.2605,1
25066,2012,27.8905,1
25067,2012,27.8905,1
25068,2012,27.8905,1
25069,2012,24.2605,1
25070,2012,27.8905,1
25071,2012,27.8905,1
25072,2012,27.8905,1
25073,2012,27.8905,1
25074,2012,27.8905,1
25075,2012,27.8905,1
25076,2012,27.8905,1
25077,2012,39.05,1
25078,2012,39.05,1
25079,2012,24.2605,1
25080,2012,27.8905,1
25081,2012,27.8905,1
25082,2012,27.8905,1
25083,2012,27.8905,1
25084,2012,27.8905,1
25085,2012,27.8905,1
25086,2012,27.8905,1
25087,2012,27.8905,1
25089,2012,27.8905,1
25090,2012,63.041,1
25091,2012,27.8905,1
25092,2012,27.8905,1
25093,2012,27.8905,1
25094,2012,27.8905,1
25095,2012,27.8905,1
25096,2012,27.8905,1
25097,2012,27.8905,1
25098,2012,27.8905,1
25099,2012,27.8905,1
25100,2012,48.521,1
25101,2012,27.8905,1
25102,2012,27.8905,1
25103,2012,27.8905,1
25104,2012,27.8905,1
25105,2012,27.8905,1
25106,2012,27.8905,1
25107,2012,27.8905,1
25108,2012,48.521,1
25109,2012,27.8905,1
25110,2012,27.8905,1
25110,2014,27.8905,1
25111,2012,27.8905,1
25114,2012,24.684,1
25115,2012,27.8905,1
25116,2012,27.8905,1
25117,2012,27.8905,1
25118,2012,27.8905,1
25119,2012,27.8905,1
25120,2012,27.8905,1
25121,2012,27.8905,1
25122,2012,27.8905,1
25123,2012,48.521,1
25124,2012,24.2605,1
25125,2012,27.8905,1
25126,2012,27.8905,1
25127,2012,39.4,1
25128,2012,27.8905,1
25129,2012,27.8905,1
25130,2012,27.8905,1
25131,2012,27.8905,1
25132,2012,24.2605,1
25133,2012,27.8905,1
25134,2012,27.8905,1
25135,2012,24.2605,1
25136,2012,27.8905,1
25137,2012,24.2605,1
25138,2012,27.8905,1
25139,2012,42.4105,1
25140,2012,27.8905,1
25141,2012,27.8905,1
25142,2012,27.8905,1
25143,2012,27.8905,1
25144,2012,24.2605,1
25145,2012,27.8905,1
25146,2012,27.8905,1
25147,2012,27.8905,1
25148,2012,27.8905,1
25149,2012,27.8905,1
25150,2012,27.8905,1
25151,2012,24.2605,1
25152,2012,27.8905,1
25153,2012,27.8905,1
25154,2012,27.8905,1
25154,2013,24.2605,1
25155,2012,27.8905,1
25156,2012,24.2605,1
25157,2012,24.2605,1
25158,2012,27.8905,1
25160,2012,27.8905,1
25161,2012,27.8905,1
25163,2012,24.2605,1
25164,2012,24.2605,1
25165,2012,39.05,1
25166,2012,27.8905,1
25167,2012,27.8905,1
25168,2012,27.8905,1
25169,2012,27.8905,1
25170,2012,24.2605,1
25171,2012,24.2605,1
25172,2012,24.2605,1
25173,2012,58.2615,1
25173,2017,169.4,1
25174,2012,24.2605,1
25175,2012,75.262,1
25176,2012,24.684,1
25177,2012,24.684,1
25178,2012,27.8905,1
25179,2012,27.8905,1
25180,2012,27.8905,1
25181,2012,24.2605,1
25182,2012,55.781,2
25183,2012,24.2605,1
25184,2012,27.8905,1
25185,2012,27.8905,1
25186,2012,27.8905,1
25187,2012,27.8905,1
25188,2012,27.8905,1
25189,2012,48.521,1
25190,2012,27.8905,1
25191,2012,27.8905,1
25193,2012,27.8905,1
25194,2012,24.2605,1
25195,2012,27.8905,1
25196,2012,27.8905,1
25197,2012,24.2605,1
25198,2012,27.8905,1
25199,2012,27.8905,1
25200,2012,24.2605,1
25201,2012,27.8905,1
25202,2012,27.8905,1
25203,2012,27.8905,1
25204,2012,27.8905,1
25205,2012,27.8905,1
25206,2012,27.8905,1
25207,2012,48.521,1
25208,2012,27.8905,1
25209,2012,27.8905,1
25210,2012,27.8905,1
25211,2012,27.8905,1
25212,2012,24.2605,1
25213,2012,27.8905,1
25214,2012,27.8905,1
25215,2012,27.8905,1
25216,2012,24.2605,1
25217,2012,27.8905,1
25218,2012,27.8905,1
25219,2012,24.2605,1
25220,2012,27.8905,1
25221,2012,27.8905,1
25222,2012,27.8905,1
25223,2012,27.8905,1
25224,2012,24.2605,1
25225,2012,27.8905,1
25226,2012,27.8905,1
25227,2012,27.8905,1
25228,2012,27.8905,1
25229,2012,27.8905,1
25230,2012,27.8905,1
25231,2012,27.8905,1
25232,2012,27.8905,1
25233,2012,24.2605,1
25234,2012,27.8905,1
25235,2012,17.0005,1
25236,2012,27.8905,1
25237,2012,27.8905,1
25238,2012,27.8905,1
25239,2012,27.8905,1
25240,2012,27.8905,1
25241,2012,27.8905,1
25242,2012,24.2605,1
25243,2012,27.8905,1
25244,2012,27.8905,1
25245,2012,27.8905,1
25246,2012,27.8905,1
25247,2012,27.8905,1
25248,2012,27.8905,1
25249,2012,27.8905,1
25250,2012,27.8905,1
25251,2012,27.8905,1
25252,2012,27.8905,1
25253,2012,27.8905,1
25254,2012,27.8905,1
25255,2012,27.8905,1
25256,2012,27.8905,1
25257,2012,27.8905,1
25258,2012,27.8905,1
25259,2012,27.8905,1
25260,2012,27.8905,1
25261,2012,27.8905,1
25262,2012,27.8905,1
25263,2012,27.8905,1
25264,2012,27.8905,1
25265,2012,27.8905,1
25266,2012,42.4105,1
25267,2012,27.8905,1
25268,2012,24.684,1
25270,2012,24.2605,1
25271,2012,24.684,1
25272,2012,27.8905,1
25273,2012,27.8905,1
25274,2012,27.8905,1
25275,2012,27.8905,1
25276,2012,27.8905,1
25277,2012,27.8905,1
25278,2012,27.8905,1
25279,2012,27.8905,1
25280,2012,27.8905,1
25281,2012,27.8905,1
25282,2012,27.8905,1
25283,2012,24.2605,1
25284,2012,24.2605,1
25285,2012,24.2605,1
25285,2013,27.8905,1
25286,2012,24.2605,1
25287,2012,24.2605,1
25288,2012,27.8905,1
25289,2012,48.521,1
25290,2012,27.8905,1
25291,2012,27.8905,1
25292,2012,24.2605,1
25293,2012,24.2605,1
25294,2012,27.8905,1
25295,2012,27.8905,1
25296,2012,27.8905,1
25297,2012,55.781,2
25298,2012,27.8905,1
25299,2012,27.8905,1
25300,2012,27.8905,1
25301,2012,27.8905,1
25302,2012,27.8905,1
25303,2012,27.8905,1
25304,2012,27.8905,1
25305,2012,27.8905,1
25306,2012,27.8905,1
25307,2012,27.8905,1
25308,2012,27.8905,1
25309,2012,24.2605,1
25310,2012,48.521,1
25311,2012,24.2605,1
25312,2012,24.2605,1
25313,2012,24.2605,1
25314,2012,24.2605,1
25315,2012,39.05,1
25316,2012,27.8905,1
25317,2012,27.8905,1
25318,2012,27.8905,1
25319,2012,42.4105,1
25320,2012,27.8905,1
25321,2012,27.8905,1
25322,2012,27.8905,1
25323,2012,27.8905,1
25324,2012,27.8905,1
25325,2012,27.8905,1
25326,2012,27.8905,1
25327,2012,27.8905,1
25328,2012,27.8905,1
25329,2012,27.8905,1
25330,2012,27.8905,1
25331,2012,27.8905,1
25332,2012,24.2605,1
25333,2012,24.2605,1
25334,2012,24.2605,1
25335,2012,27.8905,1
25336,2012,48.521,1
25337,2012,27.8905,1
25338,2012,33.05,1
25339,2012,27.8905,1
25340,2012,48.521,1
25341,2012,27.8905,1
25342,2012,27.8905,1
25343,2012,24.2605,1
25344,2012,27.8905,1
25345,2012,24.2605,1
25346,2012,42.4105,1
25347,2012,24.2605,1
25348,2012,17.0005,1
25349,2012,24.2605,1
25350,2012,24.2605,1
25351,2012,27.8905,1
25352,2012,17.0005,1
25353,2012,24.2605,1
25354,2012,48.521,1
25355,2012,27.8905,1
25356,2012,27.8905,1
25357,2012,27.8905,1
25358,2012,27.8905,1
25359,2012,27.8905,1
25360,2012,27.8905,1
25361,2012,27.8905,1
25362,2012,27.8905,1
25363,2012,27.8905,1
25364,2012,27.8905,1
25365,2012,27.8905,1
25366,2012,27.8905,1
25367,2012,27.8905,1
25368,2012,17.0005,1
25369,2012,39.05,1
25370,2012,24.2605,1
25371,2012,24.2605,1
25372,2012,30.3105,1
25373,2012,24.2605,1
25374,2012,90.75,1
25375,2012,39.05,1
25376,2012,27.8905,1
25377,2012,27.8905,1
25378,2012,24.2605,1
25379,2012,27.8905,1
25380,2012,27.8905,1
25381,2012,27.8905,1
25382,2012,27.8905,1
25383,2012,27.8905,1
25384,2012,24.2605,1
25385,2012,48.521,1
25386,2012,24.2605,1
25387,2012,27.8905,1
25388,2012,27.8905,1
25389,2012,27.8905,1
25390,2012,27.8905,1
25391,2012,27.8905,1
25392,2012,27.8905,1
25393,2012,27.8905,1
25394,2012,27.8905,1
25395,2012,76.4115,2
25396,2012,27.8905,1
25397,2012,27.8905,1
25398,2012,27.8905,1
25399,2012,69.1515,1
25400,2012,24.2605,1
25401,2012,24.2605,1
25402,2012,24.2605,1
25403,2012,41.261,1
25404,2012,24.2605,1
25405,2012,27.8905,1
25406,2012,27.8905,1
25407,2012,27.8905,1
25408,2012,24.2605,1
25409,2012,24.2605,1
2541,2007,5049.48,2
2541,2008,462.84,1
2541,2009,476.73,1
2541,2010,501.82,1
2541,2011,525.782,1
2541,2012,541.5555,1
25410,2012,24.2605,1
25411,2012,24.2605,1
25412,2012,24.2605,1
25413,2012,24.2605,1
25414,2012,27.8905,1
25415,2012,27.8905,1
25416,2012,24.2605,1
25417,2012,27.8905,1
25418,2012,27.8905,1
25419,2012,27.8905,1
25420,2012,27.8905,1
25421,2012,27.8905,1
25422,2012,48.521,1
25423,2012,27.8905,1
25424,2012,27.8905,1
25425,2012,27.8905,1
25425,2013,27.8905,1
25426,2012,27.8905,1
25427,2012,27.8905,1
25428,2012,3013.505,4
25428,2013,16196.962,9
25428,2014,16395.309,9
25428,2015,33440.598,11
25428,2016,61734.086,14
25428,2017,41078.293,16
25428,2018,35463.715,14
25428,2019,27195.281,12
25428,2020,30431.05,14
25428,2021,30296.4,13
25428,2022,25571.68,9
25429,2012,4840.0,1
25429,2013,4235.0,1
25429,2014,4235.0,1
25429,2015,-4235.0,1
25430,2012,41.261,1
25431,2012,24.2605,1
25432,2012,24.2605,1
25433,2012,27.8905,1
25434,2012,30.25,1
25435,2012,27.8905,1
25436,2012,24.2605,1
25437,2012,27.8905,1
25438,2012,27.8905,1
25439,2012,27.8905,1
25440,2012,27.8905,1
25441,2012,24.2605,1
25442,2012,27.8905,1
25443,2012,27.8905,1
25444,2012,41.261,1
25445,2012,27.8905,1
25446,2012,27.8905,1
25447,2012,27.8905,1
25448,2012,27.8905,1
25449,2012,27.8905,1
25450,2012,27.8905,1
25451,2012,27.8905,1
25452,2012,24.2605,1
25453,2012,27.8905,1
25454,2012,24.2605,1
25455,2012,24.2605,1
25456,2012,27.8905,1
25457,2012,24.2605,1
25458,2012,27.8905,1
25459,2012,41.261,1
25460,2012,27.8905,1
25461,2012,27.8905,1
25462,2012,27.8905,1
25463,2012,24.2605,1
25464,2012,0.0,2
25465,2012,24.2605,1
25466,2012,24.2605,1
25466,2014,24.2605,1
25467,2012,24.2605,1
25468,2012,27.8905,1
25469,2012,24.2605,1
25470,2012,27.8905,1
25471,2012,27.8905,1
25472,2012,38.7805,1
25473,2012,27.8905,1
25474,2012,27.8905,1
25475,2012,48.521,1
25476,2012,27.8905,1
25477,2012,27.8905,1
25478,2012,24.2605,1
25479,2012,27.8905,1
25480,2012,27.8905,1
25481,2012,27.8905,1
25482,2012,24.2605,1
25483,2012,27.8905,1
25484,2012,48.521,1
25485,2012,41.261,1
25486,2012,27.8905,1
25487,2012,24.2605,1
25488,2012,24.2605,1
25489,2012,27.8905,1
25490,2012,48.521,2
25491,2012,27.8905,1
25492,2012,27.8905,1
25492,2013,27.8905,1
25493,2012,27.8905,1
25494,2012,24.2605,1
25495,2012,24.2605,1
25496,2012,24.2605,1
25497,2012,24.2605,1
25498,2012,90.75,1
25499,2012,24.2605,1
25500,2012,27.8905,1
25501,2012,27.8905,1
25502,2012,27.8905,1
25503,2012,27.8905,1
25504,2012,27.8905,1
25505,2012,27.8905,1
25506,2012,27.8905,1
25507,2012,27.8905,1
25508,2012,27.8905,1
25509,2012,27.8905,1
25510,2012,27.8905,1
25512,2012,27.8905,1
25513,2012,27.8905,1
25513,2013,27.8905,1
25514,2012,27.8905,1
25515,2012,27.8905,1
25516,2012,27.8905,1
25517,2012,27.8905,1
25518,2012,27.8905,1
25519,2012,27.8905,1
25520,2012,27.8905,1
25521,2012,27.8905,1
25522,2012,27.8905,1
25523,2012,27.8905,1
25524,2012,27.8905,1
25525,2012,27.8905,1
25526,2012,24.2605,1
25527,2012,24.2605,1
25528,2012,24.2605,1
25529,2012,27.8905,1
25530,2012,27.8905,1
25531,2012,27.8905,1
25532,2012,48.521,1
25533,2012,27.8905,1
25534,2012,27.8905,1
25535,2012,24.2605,1
25536,2012,24.2605,1
25537,2012,24.2605,1
25538,2012,39.05,1
25539,2012,24.2605,1
25540,2012,24.2605,1
25541,2012,39.05,1
25542,2012,27.8905,1
25543,2012,27.8905,1
25544,2012,27.8905,1
25545,2012,27.8905,1
25546,2012,27.8905,1
25547,2012,27.8905,1
25548,2012,48.521,1
25549,2012,27.8905,1
25550,2012,27.8905,1
25551,2012,27.8905,1
25552,2012,3398.4,1
25552,2013,44770.0,1
25552,2014,14520.0,2
25552,2015,-14520.0,6
25553,2012,24.2605,1
25554,2012,27.8905,1
25555,2012,27.8905,1
25556,2012,24.2605,1
25557,2012,48.521,1
25558,2012,27.8905,1
25559,2012,24.2605,1
25560,2012,27.8905,1
25561,2012,24.2605,1
25562,2012,27.8905,1
25563,2012,24.2605,1
25564,2012,27.8905,1
25565,2012,27.8905,1
25566,2012,27.8905,1
25567,2012,24.2605,1
25568,2012,24.2605,1
25569,2012,27.8905,1
25570,2012,24.2605,1
25571,2012,27.8905,1
25572,2012,27.8905,1
25573,2012,27.8905,1
25574,2012,27.8905,1
25575,2012,48.521,2
25576,2012,24.2605,1
25577,2012,24.2605,1
25578,2012,27.8905,1
25579,2012,39.05,1
25580,2012,39.05,1
25581,2012,24.2605,1
25582,2012,27.8905,1
25583,2012,27.8905,1
25584,2012,27.8905,1
25585,2012,27.8905,1
25586,2012,24.2605,1
25587,2012,27.8905,1
25588,2012,27.8905,1
25589,2012,48.521,1
25590,2012,27.8905,1
25591,2012,27.8905,1
25592,2012,27.8905,1
25593,2012,24.2605,1
25594,2012,24.2605,1
25595,2012,24.2605,1
25595,2017,169.4,1
25596,2012,39.05,1
25597,2012,24.2605,1
25598,2012,24.2605,1
25599,2012,27.8905,1
25600,2012,24.2605,1
25601,2012,41.261,1
25602,2012,27.8905,1
25603,2012,27.8905,1
25604,2012,27.8905,1
25605,2012,27.8905,1
25606,2012,27.8905,1
25606,2019,90.75,1
25607,2012,145.56299,3
25607,2014,209.935,3
25607,2017,37480.96,4
25607,2018,33028.78,14
25607,2019,25002.23,7
25607,2020,25701.61,9
25607,2021,25218.82,8
25607,2022,14338.5,3
25608,2012,27.8905,1
25609,2012,27.8905,1
25610,2012,27.8905,1
25611,2012,27.8905,1
25612,2012,90.0,1
25613,2012,24.2605,1
25614,2012,33.05,1
25615,2012,42.4105,1
25616,2012,39.05,1
25617,2012,24.2605,1
25617,2014,10.89,1
25618,2012,24.2605,1
25619,2012,27.8905,1
25620,2012,24.2605,1
25621,2012,27.8905,1
25622,2012,24.2605,1
25623,2012,24.2605,1
25624,2012,24.2605,1
25625,2012,24.9865,1
25626,2012,27.8905,1
25627,2012,27.8905,1
25628,2012,27.8905,1
25629,2012,27.8905,1
25630,2012,35090.605,3
25630,2013,16419.7,5
25631,2012,24.2605,1
25632,2012,24.9744,1
25633,2012,27.8905,1
25634,2012,48.521,1
25635,2012,24.2605,1
25636,2012,24.2605,1
25637,2012,24.2605,1
25638,2012,27.8905,1
25639,2012,27.8905,1
2564,2007,1496.4,1
2564,2008,278.4,1
2564,2009,286.75,1
2564,2010,358.44,1
2564,2011,375.5586,1
2564,2012,-0.0021972656,2
25640,2012,48.521,1
25641,2012,2958.45,1
25642,2012,27.8905,1
25643,2012,1846.2279,13
25643,2013,272.7968,1
25643,2014,-902.0913,1
25644,2012,27.8905,1
25645,2012,24.2605,1
25646,2012,27.8905,1
25647,2012,27.8905,1
25648,2012,27.8905,1
25649,2012,27.8905,1
25650,2012,24.2605,1
25651,2012,24.2605,1
25652,2012,27.8905,1
25653,2012,27.8905,1
25654,2012,27.8905,1
25655,2012,27.8905,1
25656,2012,27.8905,1
25657,2012,24.2605,1
25658,2012,24.2605,1
25659,2012,24.2605,1
25660,2012,24.2605,1
25661,2012,33.05,1
25662,2012,24.2605,1
25663,2012,42.4105,1
25664,2012,27.8905,1
25665,2012,27.8905,1
25666,2012,24.2605,1
25667,2012,24.2605,1
25668,2012,24.2605,1
25669,2012,24.2605,1
25670,2012,27.8905,1
25671,2012,24.2605,1
25673,2012,27.8905,1
25674,2012,27.8905,1
25675,2012,27.8905,1
25676,2012,27.8905,1
25677,2012,27.8905,1
25678,2012,27.8905,1
25679,2012,41.261,1
25680,2012,24.2605,1
25681,2012,27.8905,1
25682,2012,27.8905,1
25683,2012,27.8905,1
25684,2012,27.8905,1
25685,2012,24.2605,1
25686,2012,41.261,1
25687,2012,24.2605,1
25688,2012,24.2605,1
25689,2012,24.2605,1
25690,2012,52.151,2
25691,2012,24.2605,1
25692,2012,24.2605,1
25693,2012,27.8905,1
25694,2012,27.8905,1
25695,2012,20396.818,2
25696,2012,27.8905,1
25697,2012,27.8905,1
25698,2012,24.2605,1
25699,2012,55.781,2
25700,2012,17.0005,1
25701,2012,27.8905,1
25702,2012,27.8905,1
25703,2012,24.2605,1
25704,2012,27.8905,1
25705,2012,3663.88,1
25705,2013,10264.43,2
25705,2014,10137.38,2
25705,2015,7656.88,2
25705,2016,6108.08,1
25705,2017,6902.2,1
25705,2018,16093.58,2
25705,2019,6979.15,1
25705,2020,7328.12,1
25705,2021,7694.54,1
25706,2012,24.2605,1
25706,2013,24.2605,1
25707,2012,27.8905,1
25708,2012,27.8905,1
25709,2012,48.521,1
25710,2012,27.8905,1
25711,2012,27.8905,1
25712,2012,27.8905,1
25713,2012,24.2605,1
25714,2012,24.2605,1
25715,2012,27.8905,1
25716,2012,24.2605,1
25717,2012,24.2605,1
25718,2012,24.2605,1
25719,2012,24.2605,1
25720,2012,27.8905,1
25721,2012,27.8905,1
25722,2012,24.2605,1
25723,2012,24.2605,1
25724,2012,27.8905,1
25725,2012,27.8905,1
25726,2012,24.2605,1
25727,2012,27.8905,1
25728,2012,27.8905,1
25729,2012,27.8905,1
25730,2012,24.2605,1
25731,2012,24.2605,1
25732,2012,24.2605,1
25733,2012,24.2605,1
25734,2012,27.8905,1
25735,2012,24.2605,1
25736,2012,27.8905,1
25737,2012,24.2605,1
25738,2012,24.2605,1
25739,2012,24.2605,1
25740,2012,24.2605,1
25741,2012,53.1,1
25742,2012,27.8905,1
25743,2012,27.8905,1
25744,2012,48.521,1
25745,2012,24.2605,1
25746,2012,24.2605,1
25747,2012,27.8905,1
25748,2012,27.8905,1
25749,2012,27.8905,1
25750,2012,24.2605,1
25751,2012,24.2605,1
25752,2012,24.2605,1
25753,2012,42.4105,1
25754,2012,24.2605,1
25755,2012,53.1,1
25756,2012,27.8905,1
25757,2012,24.2605,1
25758,2012,7.26,2
25759,2012,38.7805,1
25761,2012,24.2605,1
25762,2012,184.525,1
25763,2012,27.8905,1
25764,2012,27.8905,1
25765,2012,27.8905,1
25766,2012,24.2605,1
25767,2012,27.8905,1
25767,2013,27.8905,1
25768,2012,27.8905,1
25769,2012,2831.4,1
25769,2013,19856.1,3
25769,2014,14250.775,6
25769,2015,4491.1,2
25769,2016,4610.1,1
25769,2017,8724.1,2
25769,2018,4610.1,1
25769,2019,4794.5,1
25769,2020,5034.11,1
25769,2021,5285.79,1
2577,2008,914.08,3
2577,2009,23615.61,17
2577,2010,16406.81,31
2577,2011,7125.8667,19
2577,2012,10323.888,21
2577,2013,9435.979,16
2577,2014,6620.2905,18
2577,2015,6777.425,19
2577,2016,10180.578,23
2577,2017,13465.24,21
2577,2018,17204.99,29
2577,2019,29605.68,30
2577,2020,33568.72,30
2577,2021,8766.7295,13
2577,2022,1422.96,1
25770,2012,24.2605,1
25771,2012,24.2605,1
25773,2012,27.8905,1
25774,2012,27.8905,1
25775,2012,27.8905,1
25776,2012,27.8905,1
25777,2012,24.2605,1
25778,2012,27.8905,1
25779,2012,27.8905,1
25780,2012,27.8905,1
25781,2012,27.8905,1
25782,2012,27.8905,1
25783,2012,24.2605,1
25784,2012,34706.43,1
25784,2013,92041.08,11
25784,2014,28309.16,5
25784,2015,43564.84,4
25784,2016,53010.1,3
25784,2017,34727.0,4
25784,2018,24442.0,2
25784,2019,24442.0,2
25784,2020,19529.42,2
25784,2021,19531.22,2
25785,2012,48.521,1
25786,2012,27.8905,1
25787,2012,24.2605,1
25788,2012,24.2605,1
25789,2012,24.2605,1
25790,2012,24.2605,1
25791,2012,17.0005,1
25792,2012,24.2605,1
25793,2012,24.2605,1
25794,2012,39.05,1
25795,2012,27.8905,1
25796,2012,48.521,1
25797,2012,24.2605,1
25798,2012,24.2605,1
25799,2012,39.05,1
25800,2012,24.2605,1
25801,2012,27.8905,1
25802,2012,24.2605,1
25803,2012,24.2605,1
25804,2012,24.2605,1
25805,2012,24.2605,1
25806,2012,27.8905,1
25807,2012,27.8905,1
25808,2012,24.2605,1
25809,2012,24.2605,1
25811,2012,27.8905,1
25812,2012,33.05,1
25813,2012,24.2605,1
25814,2012,42.4105,1
25815,2012,27.8905,1
25816,2012,24.2605,1
25818,2012,27.8905,1
25819,2012,38.7805,1
25820,2012,24.2605,1
25821,2012,24.2605,1
25822,2012,15475.9,1
25822,2013,6647.982,2
25822,2014,17588.73,2
25822,2015,10944.15,2
25822,2016,6808.67,1
25823,2012,27.8905,1
25824,2012,27.8905,1
25825,2012,16940.0,1
25825,2013,18826.488,4
25825,2015,10406.0,3
25825,2016,7018.0,2
25826,2012,24.2605,1
25827,2012,24.2605,1
25828,2012,27.8905,1
25829,2012,27.8905,1
25830,2012,27.8905,1
25831,2012,27.8905,1
25832,2012,41.261,1
25833,2013,17.0005,1
25834,2013,27.8905,1
25835,2013,24.2605,1
25836,2013,27.8905,1
25837,2013,24.2605,1
25838,2013,27.8905,1
25839,2013,24.2605,1
25840,2013,24.2605,1
25841,2013,27.8905,1
25842,2013,143.264,1
25843,2013,24.2605,1
